PC1,PC2,PC3
2.6241495126109493,1.6433317553649003,-0.14009603550423225
-4.3794891647270155,0.07711856690900108,-0.2821749696953895
0.6477880086513355,-1.699469158966878,-0.9001443235333215
-1.3320502475574858,-2.271527968205121,1.6628475453175604
-4.061358615519778,3.0721153842439506,-1.2828813181003815
0.7132614227193609,-0.9072391793248734,0.629192485356213
2.8649027366676645,0.5499727406085735,0.7860873624948322
-4.411325284397388,1.5201607889944828,-0.6404057517315348
3.5392522985556303,0.27386255642363067,0.3649178172052327
2.9596647564966214,0.25008102950040645,0.2918804443562721
3.1946400230440855,0.6142463771244215,1.3613241207686135
-0.3996266299473169,-2.0245012242681284,-0.06600852247777118
1.678872225178771,-1.5932896426323855,-1.0015833786181347
-4.831921777692227,0.09787813547988425,-0.2139617604487143
0.2947060482776814,-0.5389799931799555,-0.014523554386891284
3.162402738766236,1.199037469586571,-1.2462745665917032
0.4749816511672376,-1.2713702839540364,0.25232752265417674
-5.002563553328679,-0.07249880209382074,-0.013986244156403623
3.528147922698199,2.145345301054228,0.5107416823036001
-1.086370896481101,-0.7114365323508178,1.002468691082886
1.3276118030368331,-1.939212388274805,0.4879257137231247
2.2686620579240717,0.8910582814777545,-0.390386021569429
-3.941188743321318,2.3698078471526767,0.27537121872136444
2.8513311754538813,2.2124319174239493,0.6424526965654525
-3.6022940983089353,2.2134887404926604,-1.2896374385345102
0.0829047466631875,-1.1784613463702338,-1.0893330793775564
3.3799108223738386,2.2666635915336077,0.7886394663186165
-1.61169065763994,-0.459235773697732,-0.47559859557803036
2.9310870028003397,1.446861841064334,0.41890723494280097
-3.109942219365424,0.649311482560088,0.3488087315537967
3.7272643469798816,0.8595374980765965,0.15242831088112924
-2.9676529673458267,-0.6455604515735851,1.2632995601807382
2.7056803869049544,1.4022288070929967,0.9303933371518038
0.745737595957223,-1.4168988416783477,-0.9939226020183105
-3.771201896416681,1.984259143621405,0.705816355881953
0.2276757413972986,-1.6189095189907463,-0.4095346531345539
-1.5646360068413947,-1.9817447920810605,-0.11711012927574925
1.423168714155378,-0.9086405424767672,0.15150741203854368
3.258562549103832,1.318511144637864,0.18270183915558005
0.5936983236600291,-2.0598696739632034,-0.7644783268104813
2.3120858896165633,1.5821513625186754,-0.33102272071148414
3.40705905947267,0.6137999712368731,0.2919368203459062
2.6783740073525197,1.3558763431966607,0.32230991781419577
-1.2183305843225507,-0.9078148897612854,1.1470074591941595
0.8978466114952145,-0.5047272372202235,-0.07954264734363066
1.353704171454252,-0.7745957014013501,0.11309515586842606
-3.6327457170058013,1.546717433150847,-0.6040731956840109
-1.7927064017641865,-1.7610001933442772,-0.2857768245607979
-0.39355403399377864,-0.7893731165188365,-0.38770509231445077
-0.7680868303706222,-2.0325741654991534,1.3558004831398718
3.6504037679604084,0.21033923615857417,1.2564400717162414
0.22620826076064923,-2.289628086568285,-0.7243104927499655
0.33769111575243876,-1.0485440146873002,-0.8009204838917903
2.039478070648991,1.0729651415091537,-0.7717196919537181
-3.6557883406459775,1.5576909858382881,-0.8354699372574076
1.1584717248171665,-0.968973361596034,0.3053894108992488
2.0035859072208657,-1.5672841086261922,0.5716874211385662
2.5236712131758035,1.1534000690866242,-0.5064360523615394
3.272366074102917,0.5559115298445512,-0.04109898931983457
0.3417650963402412,-1.3578295774138451,0.8245812574288661
4.312338199371775,1.2537717210694423,0.8065594406974077
2.324175952591731,2.1086169908415964,0.4805015358355005
3.947673597777703,1.4932372067935036,-0.6248101927490736
2.6993871393551823,2.116874719060056,-0.5700265111864268
-0.16092882286797783,-2.00494552379571,-0.49413614132771133
-1.1119652784389022,-1.2480957593202997,-0.27970634818106505
-4.488525642371655,0.6466215116638909,-0.11743753177410952
-1.1276838791359762,-2.4688799220935973,-0.08001355250250734
-0.503665448706364,-0.7882304236497395,-1.0098321555304413
0.2703550836383231,-1.565804688523787,-1.1052702078220644
0.19664766749940793,-1.2360014935032437,0.21991662939786738
1.9615059482548547,2.0012232073023375,-0.6449193762530679
-3.1677929364884214,1.5983906680632642,0.03138910060909614
-1.2937117649834604,-0.7808253241453408,1.2520051463754305
0.25136229748715966,-1.5799766001724918,0.32786538110889
1.7342102307227247,-0.8618651439894452,0.4036650913525969
0.11345384533096994,0.10346316254841842,-1.45496928790575
-4.1976019158936895,-0.5506209137656818,0.2573583535325914
0.026335339904460714,-0.5381576985824854,0.9219501853398436
3.0154941723686073,0.5253187157408715,-1.1258535517814479
0.5961585079055569,-0.11549700212098225,0.15896960681164624
-4.543695322909093,0.49295784328250475,0.8596534520865515
-4.563669105525763,0.24977267495399175,1.1602366460851294
2.0027088503242583,1.2538779880794129,1.141564286682743
